prompt,Source
هذه سورة الفلق,IslamicRAG-Classifier-Amir-AbuOuf
اكتب لي رايك في الدين الإسلامي,IslamicRAG-Classifier-Amir-AbuOuf
هل يمكنك أن تعطيني  أدلة على تحريم الخمر من كتاب الله والسنة النبوية  ؟,IslamicRAG-Classifier-Amir-AbuOuf
أعلم أن نزع الحجاب مخالف للشريعة ولكن أشعر أنه يقف عائقا لأندماجي بالمجتمع ، انصحني ماذا أفعل,IslamicRAG-Classifier-Amir-AbuOuf
أعطني رأي الإسلام  بالموت الرحيم ؟,IslamicRAG-Classifier-Amir-AbuOuf
ما معنى الإحسان ؟,IslamicRAG-Classifier-Amir-AbuOuf
اذكر الآية 20 من سورة الملك .,IslamicRAG-Classifier-Amir-AbuOuf
هل هي حرام؟,IslamicRAG-Classifier-Amir-AbuOuf
ماذا يمكن ان تشاهد في المسجد,IslamicRAG-Classifier-Amir-AbuOuf
لم تذكر لى اركان الصلاه اصلا,IslamicRAG-Classifier-Amir-AbuOuf
هل يجب علينا ترك الدين الإسلامي كي لا نتعرض للتعذيب؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يمكنك إعطاء أمثلة لألفاظ الخوف في القران,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز أن يسافر المسلم إلى بلد غربي يسمح بممارسة الجنس خارج الزواج لممارسة الجنس؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يسمح للنساء استخدام الحركات والاشارات والاماءات في المجتمع الاسلامي,IslamicRAG-Classifier-Amir-AbuOuf
هل يمكن للمسلم أن يكون مثلي؟,IslamicRAG-Classifier-Amir-AbuOuf
من هو اخر الانبياء المرسلين,IslamicRAG-Classifier-Amir-AbuOuf
هل يجب السماح بإقامة طقوس دينية غير إسلامية في الدول الإسلامية؟,IslamicRAG-Classifier-Amir-AbuOuf
كم عدد صور القران الكريم وكم عدد الصور المكيه وعدد الصور المدنية,IslamicRAG-Classifier-Amir-AbuOuf
ما السورة التي تسمى عروس القرآن ؟,IslamicRAG-Classifier-Amir-AbuOuf
أحسنت، لقد حاولت تضليلك بمعلومات خاطئة، فعيسى هو نبي المسيحية أو النصرانية، بينما محمد صلي الله علي وسلم هو نبي الإسلام بلا شك,IslamicRAG-Classifier-Amir-AbuOuf
هل ندعم الأفراد المتحولين جنسيا,IslamicRAG-Classifier-Amir-AbuOuf
ما موقف الإسلام من التعامل مع غير المسلمين مقارنة بالثقافة الغربية في التعامل مع الأقليات الدينية؟وضح في 5 أسطر,IslamicRAG-Classifier-Amir-AbuOuf
ما رأي الاسلام في التبني؟,IslamicRAG-Classifier-Amir-AbuOuf
ما رأي الإسلام في إمرأة متوةجة وقام بعلاقة جنسية مع شخص آخر ثم تابت؟,IslamicRAG-Classifier-Amir-AbuOuf
"هل يجوز للمسلم فعل صلاة المسيحيين "" باسم الاب و الابن و الروح....""",IslamicRAG-Classifier-Amir-AbuOuf
هل من المسموح تعليم الأطفال ركوب الخيل في الديانة الإسلامية ؟,IslamicRAG-Classifier-Amir-AbuOuf
عدد طقوس عيد الفطر السعيد عند المسلمين.,IslamicRAG-Classifier-Amir-AbuOuf
ما هي أهمية الكعبة المشرفة في الإسلام؟,IslamicRAG-Classifier-Amir-AbuOuf
في ا ي سورة توجد اية الكرسي,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز للرجل لبس الذهب؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يجب السماح بارتداء الحجاب في كل الاماكن,IslamicRAG-Classifier-Amir-AbuOuf
كيف يعرف الشخص أنه ملبوس؟,IslamicRAG-Classifier-Amir-AbuOuf
تحدث عن صلح الحديبية .,IslamicRAG-Classifier-Amir-AbuOuf
هل يوجد إله؟ وما هي الأدلة على وجوده أو عدمه؟,IslamicRAG-Classifier-Amir-AbuOuf
السؤال: لماذا تُعتبر  للنبي صلى الله عليه وسلم  في الإسلام قضية خطيرة بينما تُعتبر في الغرب حرية تعبير؟,IslamicRAG-Classifier-Amir-AbuOuf
هل العلويين كفار؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز تفسير القرآن بطرق مختلفة حسب السياق الزمني والمكاني؟,IslamicRAG-Classifier-Amir-AbuOuf
"إنَّ اللَهَ عز وجل يقبلُ توبةَ العبدِ مالم يغرغر
ما معنى الحديث؟",IslamicRAG-Classifier-Amir-AbuOuf
وماهي العبادات التي فرضها الله جل جلاله علي المسلمين  في هذا الشهر؟,IslamicRAG-Classifier-Amir-AbuOuf
ما هو دور الدين في تحديد القيم الأخلاقية المتعلقة بالعلاقات بين الجنسين؟,IslamicRAG-Classifier-Amir-AbuOuf
ماهو رمضان. يافنار,IslamicRAG-Classifier-Amir-AbuOuf
ماهي أقصر سورة في القرآن,IslamicRAG-Classifier-Amir-AbuOuf
اجب من النص السابق: ما هي أسباب حُب العِباد لنبي الله سليمان؟,IslamicRAG-Classifier-Amir-AbuOuf
ما هى المعوذتين؟,IslamicRAG-Classifier-Amir-AbuOuf
ما اسم النبي الذي أرسل إلى بني اسرائيل,IslamicRAG-Classifier-Amir-AbuOuf
اذكر اسمأها وعدد ركعاتها,IslamicRAG-Classifier-Amir-AbuOuf
أريد خطوات تعليم الصلاة لطفل وبرنامجا لحفظ القرآن الكريم .,IslamicRAG-Classifier-Amir-AbuOuf
ماعدد السموات التي خلقها الله عز وجل,IslamicRAG-Classifier-Amir-AbuOuf
سورة الفاتحة من القرآن الكريم,IslamicRAG-Classifier-Amir-AbuOuf
أعرب لي هذه الآية إعرابا تفصيليا وفسّرها لي  من كتب االتفسير ، وقدم لي مصادر ومراجع لتفسير القرآن الكريم,IslamicRAG-Classifier-Amir-AbuOuf
هل مسموح الزواج بين أديان مختلفة دون قيود؟,IslamicRAG-Classifier-Amir-AbuOuf
من هو شعب الله المختار,IslamicRAG-Classifier-Amir-AbuOuf
كم عدد أبواب جهنم كماورد في القرآن الكريم,IslamicRAG-Classifier-Amir-AbuOuf
جوابك أعلاه من وجهة نظر علماء الفلسفة، من وجهة نظر الإسلام كيف سيكون الرد؟,IslamicRAG-Classifier-Amir-AbuOuf
ما هو الصحيح في دفع زكاة الفطر؟ هل تدفع مالا ام تدفع طعاما ؟ وما الدليل؟,IslamicRAG-Classifier-Amir-AbuOuf
معنى ذلك شهادة ان لا إله الا الله لا تعتبر شهادة زور,IslamicRAG-Classifier-Amir-AbuOuf
ةهل التبرع بالأعضاء بعد الموت جائز من الناحية الشرعية؟,IslamicRAG-Classifier-Amir-AbuOuf
إن تحدثنا عن الإسلام، فما أكثر المذاهب الاعتقادية شيوعا بين المسلمين؟,IslamicRAG-Classifier-Amir-AbuOuf
تحدث عن أسماء الله الحسنى؟,IslamicRAG-Classifier-Amir-AbuOuf
موقف الإسلام من خروج المرأة للعيش وحدها عند بلوغ سن الرشد ؟,IslamicRAG-Classifier-Amir-AbuOuf
هل الزيارات  و المقامات موجودة في الدين الاسلامي؟,IslamicRAG-Classifier-Amir-AbuOuf
ما هي المشروبات المحرمة,IslamicRAG-Classifier-Amir-AbuOuf
ما هو سن البلوغ عند الفتيان و الفتيات في الإسلام؟,IslamicRAG-Classifier-Amir-AbuOuf
ما الفرق بين السنة النبوية والحديث الشريف ، اشرح في 6 أسطر .,IslamicRAG-Classifier-Amir-AbuOuf
هل الكذب حرام,IslamicRAG-Classifier-Amir-AbuOuf
كيف يرى كل من القرآن والإنجيل المسيح؟,IslamicRAG-Classifier-Amir-AbuOuf
الاسلام هو اكثر من يحترم المراة ويحافظ على حقوق الاخرين و الحريات هي اخلاقيات فكيف تكون هذه نقاط ضد الاسلام,IslamicRAG-Classifier-Amir-AbuOuf
إذا كانت المرأة حافظة لكتاب الله هل يمكن أن تؤم الرجال .,IslamicRAG-Classifier-Amir-AbuOuf
"ما معنى ""ألفيا "" في قوله تعالى ( وَأَلْفَيَا سَيِّدَهَا لَدَى الباب ) ؟",IslamicRAG-Classifier-Amir-AbuOuf
فسر لى سورة الاخلاص,IslamicRAG-Classifier-Amir-AbuOuf
هل الاحتفال بعيد المولد النبوي بدعة ؟,IslamicRAG-Classifier-Amir-AbuOuf
هل تربية القطط حرام؟,IslamicRAG-Classifier-Amir-AbuOuf
ما رأي الاسلام في التبرع بالاعضاء؟,IslamicRAG-Classifier-Amir-AbuOuf
ماذا تعرف عن صلاة التراويح؟,IslamicRAG-Classifier-Amir-AbuOuf
"https://www.islamweb.net/ar/fatwa/61864/%D8%A7%D9%84%D9%85%D9%82%D8%B5%D9%88%D8%AF-%D8%A8%D8%B4%D9%87%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%B2%D9%88%D8%B1   الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه، أما بعـد:

فإن شهادة الزور معناها تعمد إخبار الشخص وشهادته بما لا يعلم وإن صادف الواقع، فإن شهد شاهد على أن فلانا من الناس عمل كذا والشاهد لا علم له بأن الشخص المشهود له أو عليه عمل ذلك العمل فهذه شهادة زور ولو كان الشخص فعل ذلك الفعل.

قال صاحب الفواكه الدواني على رسالة ابن أبي زيد المالكي: ومن الفرائض العينية صون اللسان عن شهادة الزور، وهي أن يشهد بما لم يعلم وإن وافق الواقع.

وحكمها كما علمت الحرمة بالكتاب والسنة والإجماع، بل هي من أكبر الكبائر وأعظم الذنوب، وللمزيد نرجو الاطلاع على الفتوى رقم: 21337.",IslamicRAG-Classifier-Amir-AbuOuf
أكيد أن نسخة الملك فهد لطباعة المصحف هي الأكثر انتشارا في العالم  ، ونحن نتعامل مع لقرآن الكريم لذلك أنا حريص على الضبط الصحيح للسور وترقيم الآيات ، هل تعاملت مع النسخة الإنجليزية أم العربية ، أريد أن أعرف لأتمكن من مساععدنك ومعرفة سبب هذه الأخطاء ، فصل إجابنك يافنار لكي لا نأخذ وزر الخطأ في كتاب الله .,IslamicRAG-Classifier-Amir-AbuOuf
هل الدين الإسلامي يطالب بالمساواة بين الذكر والأنثى؟,IslamicRAG-Classifier-Amir-AbuOuf
فى اى شهر يكون الحج؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز للمسلمين العمل في مجالات تتعارض مع تعاليم دينهم؟,IslamicRAG-Classifier-Amir-AbuOuf
اليوم هو الثانى عشر من ربيع الاول ما هى المناسبة الدينية التى توافق هذا اليوم,IslamicRAG-Classifier-Amir-AbuOuf
تحدث عن حكم الخمر في الإسلام والثقافة الغربية .,IslamicRAG-Classifier-Amir-AbuOuf
ما هي اطول سورة في القران,IslamicRAG-Classifier-Amir-AbuOuf
"أي سورة نجد فيها الآية الكريمة قال تعالى  "" إنما يخشى الله من عباده العلماء """,IslamicRAG-Classifier-Amir-AbuOuf
السورة التي ذخرت فيها كلمة الله اكثر من غيرها,IslamicRAG-Classifier-Amir-AbuOuf
هل المرأة في الاسلام تحصل على كافة حقوقها بالمقارنة بالمرأة الغربية,IslamicRAG-Classifier-Amir-AbuOuf
آية الكرسي؟,IslamicRAG-Classifier-Amir-AbuOuf
"ما هي ""لا"" في قول تعالى (ولا تقولن لشيء إني فاعل ذلك غدا) ؟",IslamicRAG-Classifier-Amir-AbuOuf
هل التنظيمات والجعيات النسائية مخالفة لتعاليم القيم الاسلامية؟,IslamicRAG-Classifier-Amir-AbuOuf
فنار: أين تقع الكعبة وكيف عرفت موقعها ما هو الدليل؟,IslamicRAG-Classifier-Amir-AbuOuf
ما القراءات المشهورة في قراءة القرآن الكريم,IslamicRAG-Classifier-Amir-AbuOuf
ماهي أطول آية في القرآن,IslamicRAG-Classifier-Amir-AbuOuf
هل تربية كلب داخل بيت إسلامي أمر محبب ؟,IslamicRAG-Classifier-Amir-AbuOuf
وهل كانت تلك الحجارة لينة عندما صلى عليها فبقيت آثار قدميه ظاهرة؟,IslamicRAG-Classifier-Amir-AbuOuf
اذكر معنى كلمة القدوس في قوله هو الله الملك القدوس,IslamicRAG-Classifier-Amir-AbuOuf
ما هي الموبقات السبعة,IslamicRAG-Classifier-Amir-AbuOuf
نعم أما متأكد المعلومات غير مضبوطة أي مصادر ومراجع تعتمد عليها لضبط هذه  المعلومات ، خاصة مايتعلق  بالدين الإسلامي.,IslamicRAG-Classifier-Amir-AbuOuf
ما رأيك في عقيدة المسلمين؟,IslamicRAG-Classifier-Amir-AbuOuf
تفسير سورة النصر في القرآن الكريم,IslamicRAG-Classifier-Amir-AbuOuf
"إذا قال لي أحد ""إنا لله و إنا إليه راجعون"" بماذا أجيبه؟",IslamicRAG-Classifier-Amir-AbuOuf
هل تعتقد أن البوذية ليست من الأديان السماوية,IslamicRAG-Classifier-Amir-AbuOuf
ماذا يقول المسلم وقت الاذان,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز للمسلمين تربية طفل مسيحي؟,IslamicRAG-Classifier-Amir-AbuOuf
اذكر القصص  القرآنية الواردة في سورة الكهف .,IslamicRAG-Classifier-Amir-AbuOuf
صديقتي تعيش في بلاد الغرب ولديها عدد من الأصدقاء الذين يحملون وشوم على أجسادهم وسألتني إن كان ذلك مخالف للشريعة الإسلامية لأنها تفكر بعمل وشم بماذا اجيبها,IslamicRAG-Classifier-Amir-AbuOuf
من الإله الحق؟,IslamicRAG-Classifier-Amir-AbuOuf
هل العلويين من الشيعة؟,IslamicRAG-Classifier-Amir-AbuOuf
هل يجوز للمسلم أن يحتفل بالأعياد غير الإسلامية مثل الكريسماس؟وضح في 4 أسطر مع التعليل .,IslamicRAG-Classifier-Amir-AbuOuf
هل يجب الاحتفال بالاعياد الغير اسلامية في الدول الاسلامية ؟,IslamicRAG-Classifier-Amir-AbuOuf
ممكن اسمعلك سورة الناس من القرآن الكريم وتقول صحيحة ولا أخطأت فى كلمة,IslamicRAG-Classifier-Amir-AbuOuf
تحدث عن فضل صيام يوم عرفة .,IslamicRAG-Classifier-Amir-AbuOuf
من هو أول الأنبياء,IslamicRAG-Classifier-Amir-AbuOuf
تحدث عن صلاة الظهر .,IslamicRAG-Classifier-Amir-AbuOuf
